condition;mu;density;run_time;converged;model;solver
80;0.0350653625175423;0.999999999983401;4.418;1;newextended16;MMA
81;0.0339967614337442;1.00000000167505;5.489;1;newextended16;MMA
82;0.0329525139619879;1.0000000016997;5.27;1;newextended16;MMA
83;0.0319325861861743;1.00000000090016;5.62;1;newextended16;MMA
84;0.0309369507448821;0.999999998224465;4.352;1;newextended16;MMA
85;0.0299655569111666;1.00000000401331;5.09;1;newextended16;MMA
86;0.0290182536302501;1.00000000050834;4.642;1;newextended16;MMA
87;0.0280948870364667;1.00000000007673;5.086;1;newextended16;MMA
88;0.0271952121356946;0.999999997923205;3.681;1;newextended16;MMA
89;0.0263190609213724;1.00000000327689;3.675;1;newextended16;MMA
90;0.0254661373352495;0.999999999463074;4.373;1;newextended16;MMA
91;0.0246361779463873;1.00000000080941;4.959;1;newextended16;MMA
92;0.023828898651745;1.00000000309273;5.595;1;newextended16;MMA
93;0.0230439924197438;1.00000000300959;5.891;1;newextended16;MMA
94;0.0222810545508042;0.999999999915077;6.604;1;newextended16;MMA
95;0.0215397693258854;1.0000000009867;4.495;1;newextended16;MMA
96;0.0208197644152677;0.999999999823353;4.831;1;newextended16;MMA
97;0.0201206775639127;1.00000000158618;4.396;1;newextended16;MMA
98;0.0194421575352531;1.00000000423989;5.411;1;newextended16;MMA
99;0.0187836971856485;0.999999996530451;3.711;1;newextended16;MMA
100;0.0181449437587223;1.00000000025654;3.059;1;newextended16;MMA
101;0.0175255062502056;1.00000000685282;4.26;1;newextended16;MMA
102;0.0169249526906018;0.999999999690364;4.098;1;newextended16;MMA
103;0.016342869652379;1.00000000029003;5.107;1;newextended16;MMA
104;0.0157788124782793;1.00000000028768;6.02;1;newextended16;MMA
105;0.0152323644858561;1.00000000046297;5.861;1;newextended16;MMA
106;0.0147031335536328;1.00000000067093;6.613;1;newextended16;MMA
107;0.0141906641293883;1.00000000101517;5.083;1;newextended16;MMA
108;0.0136945734920825;1.00000000753079;6.441;1;newextended16;MMA
109;0.0132143679399201;0.9999999999067;4.954;1;newextended16;MMA
110;0.0127496850847503;0.999999998530534;4.37;1;newextended16;MMA
111;0.0123001194401139;0.999999998632149;5.095;1;newextended16;MMA
112;0.0118652437750078;1.00000000656013;4.961;1;newextended16;MMA
113;0.0114446725810575;1.00000000039629;4.199;1;newextended16;MMA
114;0.0110380245810045;1.00000000028807;4.203;1;newextended16;MMA
115;0.0106448873750216;0.999999999202427;5.821;1;newextended16;MMA
116;0.0102648604153343;1.00000000282319;4.176;1;newextended16;MMA
117;0.00989761437928304;0.999999999659152;6.42;1;newextended16;MMA
118;0.00954272529702943;1.0000000026392;4.344;1;newextended16;MMA
119;0.00919987366759187;0.999999996223781;5.75;1;newextended16;MMA
120;0.00886864317515887;1.00000000013592;4.232;1;newextended16;MMA
121;0.00854874055673752;0.999999999335216;5.854;1;newextended16;MMA
122;0.00823980301871752;1.000000000153;4.232;1;newextended16;MMA
123;0.00794148405885192;1.0000000000034;3.688;1;newextended16;MMA
124;0.00765346249563322;1.00000000132436;4.293;1;newextended16;MMA
125;0.00737539991329363;1.00000000044337;2.751;1;newextended16;MMA
126;0.0071070115998123;1.00000000067826;3.189;1;newextended16;MMA
127;0.00684798073665572;1.00000000063833;3.062;1;newextended16;MMA
128;0.0065980223156354;1.00000000185647;4.866;1;newextended16;MMA
129;0.00635680969096801;1.00000000163324;3.096;1;newextended16;MMA
130;0.00612409019615945;1.00000000001241;3.668;1;newextended16;MMA
131;0.00589958785607708;1.0000000022656;4.134;1;newextended16;MMA
132;0.00568303034915716;0.999999999993873;5.544;1;newextended16;MMA
133;0.00547414039784975;0.999999999861552;4.754;1;newextended16;MMA
134;0.00527266772777336;0.999999998993878;3.386;1;newextended16;MMA
135;0.00507838679922594;0.999999997267688;4.954;1;newextended16;MMA
136;0.00489103991148284;0.999999999691651;4.341;1;newextended16;MMA
137;0.00471040354269435;1.00000000178013;5.017;1;newextended16;MMA
138;0.00453625710756861;0.99999999946351;3.855;1;newextended16;MMA
139;0.00436836627943085;0.999999999312148;3.714;1;newextended16;MMA
140;0.00420651343882634;1.00000000025798;3.362;1;newextended16;MMA
141;0.00405050140276233;1.00000000081141;3.529;1;newextended16;MMA
142;0.0039001285349564;0.999999999175946;3.292;1;newextended16;MMA
143;0.00375519570461173;1.00000000250438;4.086;1;newextended16;MMA
144;0.00361553216392177;0.999999998944385;4.251;1;newextended16;MMA
145;0.00348095255141666;0.999999998515083;4.34;1;newextended16;MMA
146;0.0033512653946928;0.99999999823968;4.326;1;newextended16;MMA
147;0.0032263066109252;0.999999998542263;3.244;1;newextended16;MMA
148;0.00310591302467992;0.999999998644085;3.102;1;newextended16;MMA
149;0.00298991755346258;0.999999998162392;3.54;1;newextended16;MMA
150;0.00287817409941918;0.999999999532985;3.051;1;newextended16;MMA
151;0.00277053289432308;1.00000000028721;3.664;1;newextended16;MMA
152;0.00266683382880254;0.999999999497328;2.989;1;newextended16;MMA
153;0.0025669552057574;1.00000000250462;3.179;1;newextended16;MMA
154;0.00247074228251174;0.999999999114635;2.004;1;newextended16;MMA
155;0.00237808521889187;1.00000000986208;3.072;1;newextended16;MMA
156;0.00228885154957783;1.00000000012622;4.317;1;newextended16;MMA
157;0.00220290974629513;1.00000000085709;3.791;1;newextended16;MMA
158;0.00212014656068243;1.00000000891999;4.307;1;newextended16;MMA
159;0.00204044730485269;1.0000000006717;4.467;1;newextended16;MMA
160;0.00196369380360005;1.00000000054903;3.725;1;newextended16;MMA
161;0.00188978991215778;0.999999999994191;3.432;1;newextended16;MMA
162;0.00181863071529154;1.00000000869266;3.379;1;newextended16;MMA
163;0.00175011298749759;1.00000000442685;4.013;1;newextended16;MMA
164;0.00168414585001503;1.00000000612038;2.764;1;newextended16;MMA
165;0.0016206451479243;0.999999992795489;3.705;1;newextended16;MMA
166;0.00155950272623133;0.999999998940337;3.159;1;newextended16;MMA
167;0.00150064097735652;0.999999998777498;3.16;1;newextended16;MMA
168;0.00144397142903869;1.00000000751872;2.478;1;newextended16;MMA
169;0.00138942058421919;1.00000000109694;2.592;1;newextended16;MMA
170;0.00133691783720675;0.999999998639493;3.517;1;newextended16;MMA
171;0.00128637391947663;0.999999992461584;3.097;1;newextended16;MMA
172;0.00123772135251254;1.00000000272637;3.009;1;newextended16;MMA
173;0.00119089008800002;1.00000000040513;3.023;1;newextended16;MMA
174;0.0011458130155746;0.999999999381229;4.186;1;newextended16;MMA
175;0.00110242483733921;1.00000000221374;2.729;1;newextended16;MMA
176;0.00106066522310686;1.00000000631917;2.161;1;newextended16;MMA
177;0.00102047494138606;1.00000000421006;2.637;1;newextended16;MMA
178;0.000981793780059246;1.0000000002329;2.208;1;newextended16;MMA
179;0.000944566004666141;1.00000000199809;2.985;1;newextended16;MMA
180;0.000908738364466232;1.00000000156312;3.457;1;newextended16;MMA
181;0.000874263287070283;1.00000000140798;4.274;1;newextended16;MMA
182;0.000841082090910227;0.999999999386703;2.718;1;newextended16;MMA
183;0.000809150337028057;1.0000000026046;2.984;1;newextended16;MMA
184;0.00077842373752959;0.999999999984128;3.419;1;newextended16;MMA
185;0.000748855947116078;0.999999996860879;3.37;1;newextended16;MMA
186;0.000720402737681524;0.999999998747058;2.669;1;newextended16;MMA
187;0.000693025039078166;0.999999998234847;2.549;1;newextended16;MMA
188;0.000666679472553621;1.00000000086545;2.546;1;newextended16;MMA
189;0.000641329455891593;1.00000000107521;2.521;1;newextended16;MMA
190;0.000616936881406376;1.00000000031988;1.92;1;newextended16;MMA
191;0.00059346723866763;1.0000000010215;2.594;1;newextended16;MMA
192;0.000570886620658072;0.999999993470694;2.424;1;newextended16;MMA
193;0.000549158763872303;1.00000000104105;2.691;1;newextended16;MMA
194;0.00052825342481282;1.00000000037399;1.998;1;newextended16;MMA
195;0.000508139728264219;0.999999998422628;1.925;1;newextended16;MMA
196;0.000488787616584288;0.99999999969783;2.672;1;newextended16;MMA
197;0.000470169616154987;1.00000000007576;2.578;1;newextended16;MMA
198;0.000452257565707802;0.999999999450654;2.806;1;newextended16;MMA
199;0.000435023962994245;0.999999999504887;2.749;1;newextended16;MMA
200;0.000418443961091006;0.999999994541184;2.021;1;newextended16;MMA
1;2.68310589018434;0.99999999870478;0.329;1;A;SLSQP
2;2.6786850632744;1.00000000228421;0.184;1;A;SLSQP
3;2.67208485483358;0.999999999584479;0.212;1;A;SLSQP
4;2.66225366147899;0.999999998219023;0.205;1;A;SLSQP
5;2.64766005140222;1.00000000152451;0.287;1;A;SLSQP
6;2.62610662539131;0.999999998512121;0.264;1;A;SLSQP
7;2.59450996272053;1.00000000235975;0.214;1;A;SLSQP
8;2.54868690118018;1.00000000003324;0.231;1;A;SLSQP
9;2.48324793103507;1.00000000479974;0.182;1;A;SLSQP
10;2.39179081213629;1.00000000814129;0.159;1;A;SLSQP
11;2.26767921080173;0.999999999075951;0.206;1;A;SLSQP
12;2.10567295885244;1.0000000041102;0.218;1;A;SLSQP
13;1.90436385040882;1.00000000247476;0.163;1;A;SLSQP
14;1.66866636973322;0.999999999854194;0.221;1;A;SLSQP
15;1.41086102433886;1.00000000040701;0.162;1;A;SLSQP
16;1.14879033029998;1.00000000261859;0.138;1;A;SLSQP
17;0.901361923439935;1.0000000027045;0.123;1;A;SLSQP
18;0.683517878631444;1.00000000089323;0.162;1;A;SLSQP
19;0.503257015305279;1.00000000010022;0.116;1;A;SLSQP
20;0.361668069203143;1.00000000033505;0.09;1;A;SLSQP
21;0.255002659733625;1.00000000141795;0.111;1;A;SLSQP
22;0.177195930098753;1.00000000022445;0.139;1;A;SLSQP
23;0.12179749008719;1.00000000003831;0.145;1;A;SLSQP
24;0.0830507304842553;0.999999999984463;0.104;1;A;SLSQP
25;0.0562996433604018;0.999999999539596;0.074;1;A;SLSQP
1;3.48059751431506;0.999999999995865;0.417;1;B;SLSQP
2;3.47380161074488;1.00000000702442;0.284;1;B;SLSQP
3;3.463703520007;1.00000000340505;0.27;1;B;SLSQP
4;3.44876429134713;1.00000000000157;0.309;1;B;SLSQP
5;3.42679990766281;0.999999998932106;0.363;1;B;SLSQP
6;3.39478409209548;1.00000000000674;0.306;1;B;SLSQP
7;3.34865846759827;0.999999999344342;0.327;1;B;SLSQP
8;3.28321687893764;0.999999999359956;0.339;1;B;SLSQP
9;3.19217553265328;1.00000000316526;0.312;1;B;SLSQP
10;3.06858808918941;1.00000000583688;0.317;1;B;SLSQP
11;2.90579286167554;1.00000000008999;0.329;1;B;SLSQP
12;2.69903078118583;0.999999999769814;0.345;1;B;SLSQP
13;2.4476427949385;1.0000000002527;0.365;1;B;SLSQP
14;2.1572655901288;1.00000000443005;0.318;1;B;SLSQP
15;1.84086685319321;1.0000000076802;0.262;1;B;SLSQP
16;1.51738711744995;1.00000000042297;0.242;1;B;SLSQP
17;1.20777808385619;1.0000000001948;0.394;1;B;SLSQP
18;0.929949703358149;1.00000000681244;0.258;1;B;SLSQP
19;0.6950337187836;0.99999999979314;0.269;1;B;SLSQP
20;0.506454972671073;0.999999999999999;0.237;1;B;SLSQP
21;0.361480292264906;0.999999997448203;0.206;1;B;SLSQP
22;0.253819856492275;0.999999998874967;0.2;1;B;SLSQP
23;0.175990491017932;0.99999999993116;0.237;1;B;SLSQP
24;0.120863976461198;1.0000000000137;0.231;1;B;SLSQP
25;0.0824103056627719;0.999999999957162;0.205;1;B;SLSQP
1;2.18910784699925;1.00000000003037;0.905;1;C;SLSQP
2;2.16911328522431;0.999999999213704;0.635;1;C;SLSQP
3;2.1399333374628;1.00000000005771;0.654;1;C;SLSQP
4;2.09788078855393;1.00000000005289;0.701;1;C;SLSQP
5;2.03833949020635;1.00000000008447;0.576;1;C;SLSQP
6;1.95605782416676;1.00000000290096;0.454;1;C;SLSQP
7;1.84596751233481;0.999999995223506;0.405;1;C;SLSQP
8;1.70466367564643;1.00000000620545;0.489;1;C;SLSQP
9;1.53235260925484;0.999999999756844;0.444;1;C;SLSQP
10;1.33451934148942;1.0000000022875;0.493;1;C;SLSQP
11;1.1221642970485;0.999999999185756;0.496;1;C;SLSQP
12;0.909835542420411;1.00000000067115;0.301;1;C;SLSQP
13;0.711978850093801;0.999999999806795;0.297;1;C;SLSQP
14;0.539366626632761;1.00000000050477;0.188;1;C;SLSQP
15;0.39729675327026;0.999999998261939;0.164;1;C;SLSQP
16;0.285948400277531;1.00000000084391;0.199;1;C;SLSQP
17;0.20205081628835;1.00000000232454;0.165;1;C;SLSQP
18;0.140748448114079;1.00000000012982;0.24;1;C;SLSQP
19;0.0969899418342459;1.00000000001453;0.383;1;C;SLSQP
20;0.0662952865364798;1.00000000425233;0.169;1;C;SLSQP
21;0.0450409150254615;0.999999999462834;0.166;1;C;SLSQP
22;0.0304629153871206;1.00000000020578;0.113;1;C;SLSQP
23;0.0205339573841998;1.00000000011062;0.109;1;C;SLSQP
24;0.0138062984270862;0.999999999979522;0.178;1;C;SLSQP
25;0.00926520734619461;1.00000000010074;0.233;1;C;SLSQP
1;2.25540433800114;0.999999999753004;1.257;1;D;SLSQP
2;2.25457054304396;1.00000000049829;0.839;1;D;SLSQP
3;2.25332151566275;1.00000000002764;0.949;1;D;SLSQP
4;2.25145171300134;1.00000000890693;0.916;1;D;SLSQP
5;2.24865535303963;1.00000000291652;0.936;1;D;SLSQP
6;2.24447945524036;1.00000000677696;0.795;1;D;SLSQP
7;2.23825700833157;1.0000000002117;0.915;1;D;SLSQP
8;2.22901478352508;0.999999996116585;0.806;1;D;SLSQP
9;2.21535165040021;1.00000000822527;0.61;1;D;SLSQP
10;2.19528981735004;0.99999999909143;0.569;1;D;SLSQP
11;2.16611701520683;1.00000000751015;0.628;1;D;SLSQP
12;2.12426736535718;1.00000000835811;0.553;1;D;SLSQP
13;2.06533583324944;1.00000000115092;0.744;1;D;SLSQP
14;1.98437395504309;0.99999999984046;0.651;1;D;SLSQP
15;1.87663805184248;1.0000000035405;0.704;1;D;SLSQP
16;1.73888485542041;1.00000000038712;0.686;1;D;SLSQP
17;1.58388982219395;0.999999995849915;0.992;1;D;SLSQP
18;1.40247079282365;1.00000000027697;0.686;1;D;SLSQP
19;1.20313757148163;0.999999999932792;0.614;1;D;SLSQP
20;0.997694715072211;1.00000000438982;0.534;1;D;SLSQP
21;0.799403109276033;1.00000000058184;0.437;1;D;SLSQP
22;0.619853564778256;0.999999999200994;0.37;1;D;SLSQP
23;0.466580616719795;1.00000000416027;0.329;1;D;SLSQP
24;0.342339112095237;1.00000000082794;0.397;1;D;SLSQP
25;0.245916949369899;1.0000000001328;0.364;1;D;SLSQP
1;0.854230757492892;0.999999998305671;3.89;1;EC12b;SLSQP
2;0.853252686521226;0.999999999969001;3.927;1;EC12b;SLSQP
3;0.85208292995089;0.999999999940837;2.921;1;EC12b;SLSQP
4;0.850684840807866;1.00000000023287;2.71;1;EC12b;SLSQP
5;0.849015157022646;1.00000000082075;2.56;1;EC12b;SLSQP
6;0.847022974103705;1.00000000045891;2.65;1;EC12b;SLSQP
7;0.844648629873448;1.00000000009994;2.764;1;EC12b;SLSQP
8;0.84182252230588;0.999999999125759;2.669;1;EC12b;SLSQP
9;0.838463909359195;1.00000000003631;2.559;1;EC12b;SLSQP
10;0.834479749494099;0.999999998737296;2.663;1;EC12b;SLSQP
11;0.829763696071777;0.999999998618637;2.803;1;EC12b;SLSQP
12;0.824195364656585;1.00000000002812;2.823;1;EC12b;SLSQP
13;0.817640067739574;0.999999998841551;2.484;1;EC12b;SLSQP
14;0.809949247479409;1.00000000001765;2.634;1;EC12b;SLSQP
15;0.800961861891232;1.00000000000076;2.621;1;EC12b;SLSQP
16;0.790507049332625;0.999999999994891;2.81;1;EC12b;SLSQP
17;0.778408358329823;1.00000000029833;2.595;1;EC12b;SLSQP
18;0.764489816123442;1.00000000247619;2.439;1;EC12b;SLSQP
19;0.748583989268756;1.00000000005095;2.588;1;EC12b;SLSQP
20;0.730542028870649;1.00000000009723;2.853;1;EC12b;SLSQP
21;0.710245391286675;1.0000000000529;2.706;1;EC12b;SLSQP
22;0.687618642591601;1.00000000006934;2.718;1;EC12b;SLSQP
23;0.662642346205924;1.0000000000608;2.598;1;EC12b;SLSQP
24;0.63536472059658;1.00000000005479;2.584;1;EC12b;SLSQP
25;0.605910528851216;1.00000000045308;3.146;1;EC12b;SLSQP
26;0.574222997237561;1.00000000045308;10.03;0;EC12b;SLSQP
27;0.540314556113814;1.00000000045308;6.855;0;EC12b;SLSQP
28;0.50456077525178;1.00000000045308;6.117;0;EC12b;SLSQP
29;0.467442740670539;1.00000000045308;5.972;0;EC12b;SLSQP
30;0.429525102101745;1.00000000045308;6.847;0;EC12b;SLSQP
1;-2.29763053196035e-07;0.526453048095738;5.739;0;newextended16;SLSQP
2;-2.38246082777833e-07;0.526453048095738;5.529;0;newextended16;SLSQP
3;-2.47015304599818e-07;0.526453048095738;4.627;0;newextended16;SLSQP
4;-2.56078358214416e-07;0.526453048095738;4.569;0;newextended16;SLSQP
5;0.0970292114514602;1.00239323025219;4.715;0;newextended16;SLSQP
6;0.0977964449124013;0.999999994259871;0.62;1;newextended16;SLSQP
7;0.0985688515130373;1.00000000039935;0.935;1;newextended16;SLSQP
8;0.0992873614834107;1.00000000084888;0.886;1;newextended16;SLSQP
9;0.0999501488255133;1.00000000006404;1.223;1;newextended16;SLSQP
10;0.10055548968505;1.00000000007088;1.224;1;newextended16;SLSQP
11;0.101101771249265;1.00000000078294;0.919;1;newextended16;SLSQP
12;0.101587500307533;1.0000000007053;0.91;1;newextended16;SLSQP
13;0.102011311488302;1.0000000000004;1.814;1;newextended16;SLSQP
14;0.102371974956593;1.00000000001441;1.191;1;newextended16;SLSQP
15;0.102668403521082;1.00000000003027;1.094;1;newextended16;SLSQP
16;0.102899659314167;1.00000000070142;0.811;1;newextended16;SLSQP
17;0.103064959642693;1.00000000031854;0.69;1;newextended16;SLSQP
18;0.103163682375377;1.00000000148536;0.625;1;newextended16;SLSQP
19;0.103195370149557;1.00000000087441;0.669;1;newextended16;SLSQP
20;0.103159734281372;1.00000000077844;0.625;1;newextended16;SLSQP
21;0.103056657314613;1.0000000000744;0.783;1;newextended16;SLSQP
22;0.102886195021999;1.00000000002273;0.729;1;newextended16;SLSQP
23;0.102648577249811;1.00000000062031;0.595;1;newextended16;SLSQP
24;0.102344207884497;0.999999999998923;1.119;1;newextended16;SLSQP
25;0.10197366400041;1.00000000019838;0.682;1;newextended16;SLSQP
26;0.101537693751578;1.00000000034675;0.664;1;newextended16;SLSQP
27;0.101037213538789;1.00000000000706;0.72;1;newextended16;SLSQP
28;0.100473304174396;1.00000000003409;0.697;1;newextended16;SLSQP
29;0.0998472060556854;1.00000000001354;0.842;1;newextended16;SLSQP
30;0.0991603135515608;0.99999999999744;0.679;1;newextended16;SLSQP
31;0.0984141685055973;1.00000000018871;0.972;1;newextended16;SLSQP
32;0.0976104529412049;0.9999999999978;1.125;1;newextended16;SLSQP
33;0.0967509811003734;1.00000000000148;1.064;1;newextended16;SLSQP
34;0.0958376907427023;1.00000000001081;0.992;1;newextended16;SLSQP
35;0.0948726339169992;1.00000000003813;0.996;1;newextended16;SLSQP
36;0.0938579671979884;1.00000000003071;0.995;1;newextended16;SLSQP
37;0.09279594150367;1.00000000005629;0.986;1;newextended16;SLSQP
38;0.0916888915607536;1.00000000006416;1.024;1;newextended16;SLSQP
39;0.0905392251191593;1.00000000000974;0.983;1;newextended16;SLSQP
40;0.0893494119955301;1.0000000000049;0.682;1;newextended16;SLSQP
41;0.0881219730239548;1.00000000034298;0.542;1;newextended16;SLSQP
42;0.0868594690157153;1.00000000002806;0.701;1;newextended16;SLSQP
43;0.0855644897957251;1.00000000000022;0.959;1;newextended16;SLSQP
44;0.0842396434082512;1.00000000043224;0.515;1;newextended16;SLSQP
45;0.0828875455336321;1.00000000015039;0.62;1;newextended16;SLSQP
46;0.0815108092641311;0.999999999999126;0.607;1;newextended16;SLSQP
47;0.0801120351731021;1.0000000000706;0.613;1;newextended16;SLSQP
48;0.0786938018851945;1.00000000001787;0.99;1;newextended16;SLSQP
49;0.0772586570661122;1.00000000001628;0.895;1;newextended16;SLSQP
50;0.0758091089798519;1.00000000012176;0.894;1;newextended16;SLSQP
51;0.0743476185679545;0.999999999974943;0.698;1;newextended16;SLSQP
52;0.0728765921592405;0.999999999970013;0.619;1;newextended16;SLSQP
53;0.0713983747433484;0.999999999961052;0.642;1;newextended16;SLSQP
54;0.0699152439014559;0.999999998836404;0.675;1;newextended16;SLSQP
55;0.0684294044263554;0.999999999550296;0.605;1;newextended16;SLSQP
56;0.0669429835043294;1.00000000744161;0.545;1;newextended16;SLSQP
57;0.0654580263226082;1.00000000645182;0.55;1;newextended16;SLSQP
58;0.0639764930336534;1.00000000638892;0.535;1;newextended16;SLSQP
59;0.0625002554093703;1.00000000017777;0.785;1;newextended16;SLSQP
60;0.0610310949298475;1.00000000559175;0.643;1;newextended16;SLSQP
61;0.0595707005377382;1.00000000963205;0.593;1;newextended16;SLSQP
62;0.0581206678394009;1.00000000904216;0.564;1;newextended16;SLSQP
63;0.0566824984126707;1.00000000801224;0.635;1;newextended16;SLSQP
64;0.0552575995508535;1.00000000767715;0.557;1;newextended16;SLSQP
65;0.0538472845690348;1.00000000703237;0.582;1;newextended16;SLSQP
66;0.0524527735500464;1.0000000060923;0.595;1;newextended16;SLSQP
67;0.0510751944360349;1.00000000299503;0.557;1;newextended16;SLSQP
68;0.0497155845552563;1.00000000272105;0.805;1;newextended16;SLSQP
69;0.0483748923130375;1.00000000240751;0.848;1;newextended16;SLSQP
70;0.0470539793463688;1.00000000295341;0.861;1;newextended16;SLSQP
71;0.0457536228078816;1.00000000197163;1.036;1;newextended16;SLSQP
72;0.0444745179677725;1.00000000322522;0.777;1;newextended16;SLSQP
73;0.0432172808702006;1.0000000029258;0.8;1;newextended16;SLSQP
74;0.0419824512920944;1.00000000193734;0.754;1;newextended16;SLSQP
75;0.0407704957336444;1.00000000127069;0.854;1;newextended16;SLSQP
76;0.0395818105321294;1.00000000156623;0.843;1;newextended16;SLSQP
77;0.0384167250446206;1.0000000013647;0.788;1;newextended16;SLSQP
78;0.0372755049079748;1.00000000167592;0.842;1;newextended16;SLSQP
79;0.0361583552850634;1.00000000142727;0.826;1;newextended16;SLSQP
80;0.035065424152931;1.00000000085957;0.782;1;newextended16;SLSQP
81;0.0339968055631353;1.0000000013646;0.879;1;newextended16;SLSQP
82;0.0329525428903357;1.00000000998548;0.647;1;newextended16;SLSQP
83;0.0319326319195454;1.00000000894564;0.663;1;newextended16;SLSQP
84;0.0309370241637845;1.00000000801675;0.611;1;newextended16;SLSQP
85;0.0299656297997864;1.00000000715783;0.513;1;newextended16;SLSQP
86;0.0290183206938144;1.00000000639983;0.451;1;newextended16;SLSQP
87;0.0280949333060157;1.00000000576952;0.456;1;newextended16;SLSQP
88;0.0271952715017715;1.00000000512673;0.489;1;newextended16;SLSQP
89;0.026319109266007;1.00000000458265;0.49;1;newextended16;SLSQP
90;0.0254661933121165;1.00000000409265;0.492;1;newextended16;SLSQP
91;0.0246362455859709;1.00000000366579;0.476;1;newextended16;SLSQP
92;0.0238289656600007;1.00000000322336;0.446;1;newextended16;SLSQP
93;0.0230440330190716;1.00000000356349;0.434;1;newextended16;SLSQP
94;0.0222811092257235;1.00000000279647;0.438;1;newextended16;SLSQP
95;0.0215398399938958;1.00000000231851;0.424;1;newextended16;SLSQP
96;0.0208198571306738;1.00000000252379;0.425;1;newextended16;SLSQP
97;0.0201207803772964;1.00000000219093;0.414;1;newextended16;SLSQP
98;0.019442219148785;1.00000000154344;0.487;1;newextended16;SLSQP
99;0.0187837741602123;1.00000000101946;0.494;1;newextended16;SLSQP
100;0.0181450389515594;1.00000000054314;0.558;1;newextended16;SLSQP
101;0.0175256013162787;1.00000000115349;0.522;1;newextended16;SLSQP
102;0.0169250446250017;1.00000000102648;0.507;1;newextended16;SLSQP
103;0.0163429490691791;1.00000000086975;0.484;1;newextended16;SLSQP
104;0.0157788928024378;1.00000000077688;0.471;1;newextended16;SLSQP
105;0.0152324530000807;0.99999999998011;0.592;1;newextended16;SLSQP
106;0.0147032068396471;0.99999999998924;0.632;1;newextended16;SLSQP
107;0.014190732393452;0.999999999980827;0.543;1;newextended16;SLSQP
108;0.0136946094555398;1.00000000046817;0.467;1;newextended16;SLSQP
109;0.0132144202895074;1.00000000005666;0.51;1;newextended16;SLSQP
110;0.0127497503164383;0.999999999992989;0.492;1;newextended16;SLSQP
111;0.012300188730025;1.00000000001082;0.67;1;newextended16;SLSQP
112;0.0118653290569698;1.00000000001598;0.525;1;newextended16;SLSQP
113;0.0114447696585236;1.0000000000204;0.512;1;newextended16;SLSQP
114;0.0110381141783352;1.00000000000792;0.388;1;newextended16;SLSQP
115;0.0106449719401324;1.00000000001436;0.625;1;newextended16;SLSQP
116;0.0102649582981;1.00000000001059;0.604;1;newextended16;SLSQP
117;0.00989769494338557;1.00000000005569;0.602;1;newextended16;SLSQP
118;0.00954281016920024;1.00000000000589;0.599;1;newextended16;SLSQP
119;0.00919993909816465;1.00000000001135;0.601;1;newextended16;SLSQP
120;0.00886872387346618;1.00000000000041;0.609;1;newextended16;SLSQP
121;0.00854881381759138;1.00000000000016;0.583;1;newextended16;SLSQP
122;0.00823986556030035;1.00000000000896;0.621;1;newextended16;SLSQP
123;0.00794154313854694;0.99999999999709;0.56;1;newextended16;SLSQP
124;0.00765351807052801;0.999999999997285;0.546;1;newextended16;SLSQP
125;0.0073754694058301;0.999999999998733;0.567;1;newextended16;SLSQP
126;0.00710708375383904;1.0000000000033;0.619;1;newextended16;SLSQP
127;0.00684805529220105;1.00000000008564;0.81;1;newextended16;SLSQP
128;0.00659808575692922;0.999999999997035;0.926;1;newextended16;SLSQP
129;0.00635688441646911;1.00000000000021;0.996;1;newextended16;SLSQP
130;0.00612416803013482;0.999999999998595;0.676;1;newextended16;SLSQP
131;0.00589966079355562;0.999999999998787;0.55;1;newextended16;SLSQP
132;0.00568309427175353;0.999999999998722;0.56;1;newextended16;SLSQP
133;0.00547420732139251;0.999999999998426;0.481;1;newextended16;SLSQP
134;0.0052727460033333;0.999999999998615;0.505;1;newextended16;SLSQP
135;0.00507846348660094;0.999999999998793;0.459;1;newextended16;SLSQP
136;0.00489111994479074;0.999999999998701;0.45;1;newextended16;SLSQP
137;0.00471048244586142;0.999999999998847;0.468;1;newextended16;SLSQP
138;0.00453632483619574;0.999999999998965;0.436;1;newextended16;SLSQP
139;0.00436842761974306;0.99999999999906;0.459;1;newextended16;SLSQP
140;0.00420657783299421;0.999999999999124;0.506;1;newextended16;SLSQP
141;0.00405056891647951;0.999999999994243;0.424;1;newextended16;SLSQP
142;0.00390020058343439;0.99999999999933;0.411;1;newextended16;SLSQP
143;0.0037552786861922;0.999999999999769;0.429;1;newextended16;SLSQP
144;0.00361561508088019;0.999999999999385;0.446;1;newextended16;SLSQP
145;0.00348102748563075;0.999999999991586;0.391;1;newextended16;SLSQP
146;0.00335133936480476;0.99999999999191;0.61;1;newextended16;SLSQP
147;0.00322637975795516;0.999999999992266;0.525;1;newextended16;SLSQP
148;0.00310598316503848;0.999999999992648;0.539;1;newextended16;SLSQP
149;0.00298998940308276;0.999999999993043;0.546;1;newextended16;SLSQP
150;0.00287824346940912;0.999999999993431;0.522;1;newextended16;SLSQP
151;0.00277059540574835;0.99999999999382;0.558;1;newextended16;SLSQP
152;0.00266690016348986;0.999999999994191;0.55;1;newextended16;SLSQP
153;0.00256701747028571;0.999999999994562;0.555;1;newextended16;SLSQP
154;0.00247081169819723;0.999999999994906;0.573;1;newextended16;SLSQP
155;0.00237815173355446;0.999999999985459;0.575;1;newextended16;SLSQP
156;0.00228891084868547;0.999999999987831;0.519;1;newextended16;SLSQP
